,personUri,personLabel,birthYear,gender,countries,continents,occupations,fields
4306,http://www.wikidata.org/entity/Q20973977,Daveed Diggs,1982,male,United States,North America,"rapper, actor, screenwriter","rapper, actor, screenwriter"
4307,http://www.wikidata.org/entity/Q19826071,Fang,1982,male,Bulgaria,Europe,rapper,rapper
4308,http://www.wikidata.org/entity/Q364214,Rakim,1968,male,United States,North America,"manufacturer, rapper, songwriter, record producer, singer, poet","manufacturer, rapper, songwriter, record producer, singer, poet"
4309,http://www.wikidata.org/entity/Q16199520,Isaiah Rashad,1991,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4310,http://www.wikidata.org/entity/Q22001369,Gordo,1991,male,Guatemala,North America,"rapper, record producer, disc jockey, composer","rapper, record producer, disc jockey, composer"
4311,http://www.wikidata.org/entity/Q6848975,Mike Stud,1988,male,United States,North America,rapper,rapper
4312,http://www.wikidata.org/entity/Q19957858,Gasmilla,1984,male,Ghana,Africa,"rapper, singer","rapper, singer"
4313,http://www.wikidata.org/entity/Q6712045,M-Doc,1901,male,United States,North America,rapper,rapper
4314,http://www.wikidata.org/entity/Q115658986,Finesse2tymes,1992,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4315,http://www.wikidata.org/entity/Q131705309,Sacky,2001,male,Italy,Europe,"rapper, songwriter","rapper, songwriter"
4316,http://www.wikidata.org/entity/Q19598961,DJ Chully,1964,male,South Korea,Asia,"rapper, singer","rapper, singer"
4317,http://www.wikidata.org/entity/Q107701083,Santa Fe Klan,1999,male,Mexico,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4318,http://www.wikidata.org/entity/Q57290343,Eno,1998,male,Germany,Europe,rapper,rapper
4319,http://www.wikidata.org/entity/Q57249077,Sergio Rockstar,1992,male,United States,North America,rapper,rapper
4320,http://www.wikidata.org/entity/Q91425377,Ecator,1982,male,Italy,Europe,rapper,rapper
4321,http://www.wikidata.org/entity/Q28155029,PnB Rock,1991,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4322,http://www.wikidata.org/entity/Q65139972,Jesse Markin,1985,male,Finland,Europe,rapper,rapper
4323,http://www.wikidata.org/entity/Q942076,Brotha Lynch Hung,1969,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
4324,http://www.wikidata.org/entity/Q895071,Boulevard Bou,1972,male,Turkey,Asia,rapper,rapper
4325,http://www.wikidata.org/entity/Q772762,Sadat X,1968,male,United States,North America,"rapper, songwriter, musician, singer","rapper, songwriter, musician, singer"
4326,http://www.wikidata.org/entity/Q15306031,Awkwafina,1988,female,United States,North America,"celebrity, voice actor, rapper, musician, singer, actor","celebrity, voice actor, rapper, musician, singer, actor"
4327,http://www.wikidata.org/entity/Q20779702,Jo Ka-eun,1992,female,South Korea,Asia,"model, rapper, singer","model, rapper, singer"
4328,http://www.wikidata.org/entity/Q2153802,Kastro,1976,male,United States,North America,rapper,rapper
4329,http://www.wikidata.org/entity/Q77388679,Johan Skander El Hajjam,1986,male,Sweden,Europe,rapper,rapper
4330,http://www.wikidata.org/entity/Q28950351,Elzo JamDong,1901,male,Senegal,Africa,"rapper, singer","rapper, singer"
4331,http://www.wikidata.org/entity/Q6404618,Kidd,1989,male,Kingdom of Denmark,Europe,"rapper, singer","rapper, singer"
4332,http://www.wikidata.org/entity/Q110115741,A-Chess,1994,male,South Korea,Asia,"rapper, singer","rapper, singer"
4333,http://www.wikidata.org/entity/Q7925289,Vicious,1965,male,United States,North America,rapper,rapper
4334,http://www.wikidata.org/entity/Q125268455,Opium Lotus,1988,male,Kingdom of the Netherlands,Europe,rapper,rapper
4335,http://www.wikidata.org/entity/Q55594196,Adnan Beats,1997,male,Bulgaria,Europe,"rapper, singer, composer","rapper, singer, composer"
4336,http://www.wikidata.org/entity/Q1455261,French Montana,1984,male,"United States, Algeria","North America, Africa","rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4337,http://www.wikidata.org/entity/Q80002798,Chimbala,1991,male,Dominican Republic,North America,"rapper, singer","rapper, singer"
4338,http://www.wikidata.org/entity/Q3437993,Rocko,1979,male,United States,North America,"rapper, songwriter, actor","rapper, songwriter, actor"
4339,http://www.wikidata.org/entity/Q118949367,J9ueve,2002,male,France,Europe,"rapper, composer","rapper, composer"
4340,http://www.wikidata.org/entity/Q315826,Tom Green,1971,male,"United States, Canada",North America,"film actor, blogger, director, radio personality, rapper, television presenter, comedian, composer, writer, actor, screenwriter","film actor, blogger, director, radio personality, rapper, television presenter, comedian, composer, writer, actor, screenwriter"
4341,http://www.wikidata.org/entity/Q130946600,Q130946600,1994,male,Vietnam,Asia,"rapper, songwriter, singer","rapper, songwriter, singer"
4342,http://www.wikidata.org/entity/Q22774087,Shou,1993,male,Taiwan,Asia,"rapper, singer","rapper, singer"
4343,http://www.wikidata.org/entity/Q918592,Rahzel,1967,male,United States,North America,"rapper, musician, singer","rapper, musician, singer"
4344,http://www.wikidata.org/entity/Q106674844,Foogiano,1993,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4345,http://www.wikidata.org/entity/Q63400248,Khea,2000,male,Argentina,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
4346,http://www.wikidata.org/entity/Q3805068,J-Boog,1985,male,United States,North America,"rapper, singer, actor","rapper, singer, actor"
4347,http://www.wikidata.org/entity/Q108856755,KickBoy Triple,1994,male,United States,North America,"rapper, record producer, actor","rapper, record producer, actor"
4348,http://www.wikidata.org/entity/Q1652757,MC Fitti,1976,male,Germany,Europe,rapper,rapper
4349,http://www.wikidata.org/entity/Q115933814,Kim Ji-woong,1998,male,South Korea,Asia,"dancer, model, rapper, singer, actor","dancer, model, rapper, singer, actor"
4350,http://www.wikidata.org/entity/Q51685552,Yoni Wolf,1979,male,United States,North America,"rapper, singer","rapper, singer"
4351,http://www.wikidata.org/entity/Q5797125,DJ Raff,1976,male,Chile,"South America, Insular Oceania","rapper, record producer, composer","rapper, record producer, composer"
4352,http://www.wikidata.org/entity/Q110229590,Zaramay,1994,male,Argentina,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
4353,http://www.wikidata.org/entity/Q20456573,Joe Flizzow,1979,male,Malaysia,Asia,rapper,rapper
4354,http://www.wikidata.org/entity/Q28806862,E-Dubble,1982,male,United States,North America,rapper,rapper
4355,http://www.wikidata.org/entity/Q97271529,Speed Darlington,1981,male,Nigeria,Africa,"rapper, songwriter, singer, actor","rapper, songwriter, singer, actor"
4356,http://www.wikidata.org/entity/Q432584,MC HotDog,1978,male,Taiwan,Asia,"rapper, singer","rapper, singer"
4357,http://www.wikidata.org/entity/Q16934924,Bobby Sichran,1969,male,United States,North America,"rapper, record producer","rapper, record producer"
4358,http://www.wikidata.org/entity/Q880598,Black Thought,1972,male,"Mali, United States","Africa, North America","film actor, rapper, songwriter, musician, singer, actor","film actor, rapper, songwriter, musician, singer, actor"
4359,http://www.wikidata.org/entity/Q4653445,AP,1978,male,France,Europe,rapper,rapper
4360,http://www.wikidata.org/entity/Q96059571,Mihkku Heandarat Laiti,2002,male,Finland,Europe,rapper,rapper
4361,http://www.wikidata.org/entity/Q95470583,Vojtech Záveský,1983,male,Czech Republic,Europe,"rapper, musician, actor","rapper, musician, actor"
4362,http://www.wikidata.org/entity/Q4499081,Leslie Hall,1981,female,United States,North America,"performance artist, rapper","performance artist, rapper"
4363,http://www.wikidata.org/entity/Q369872,Hutch Dano,1992,male,United States,North America,"film actor, rapper, musician, actor, screenwriter","film actor, rapper, musician, actor, screenwriter"
4364,http://www.wikidata.org/entity/Q15440685,Uzi,1985,male,Germany,Europe,rapper,rapper
4365,http://www.wikidata.org/entity/Q60529282,Leedo,1997,male,South Korea,Asia,"dancer, rapper, singer","dancer, rapper, singer"
4366,http://www.wikidata.org/entity/Q7689717,Tay Grin,1984,male,Malawi,Africa,rapper,rapper
4367,http://www.wikidata.org/entity/Q1275017,Marcelo D2,1967,male,Brazil,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
4368,http://www.wikidata.org/entity/Q109733637,Duq Montag,1993,male,Dominican Republic,North America,"content creator, rapper, songwriter, musician, record producer","content creator, rapper, songwriter, musician, record producer"
4369,http://www.wikidata.org/entity/Q1799340,Laas Unltd.,1981,male,Germany,Europe,rapper,rapper
4370,http://www.wikidata.org/entity/Q117175489,Malcolm Noble,1957,male,United States,North America,"rapper, musician, singer","rapper, musician, singer"
4371,http://www.wikidata.org/entity/Q67222718,Blaqbonez,1996,male,Nigeria,Africa,"rapper, songwriter, singer","rapper, songwriter, singer"
4372,http://www.wikidata.org/entity/Q5272348,Dice Raw,1980,male,United States,North America,rapper,rapper
4373,http://www.wikidata.org/entity/Q96194391,Tamir Stepper,1986,male,Israel,Asia,"dancer, rapper, musician, businessperson","dancer, rapper, musician, businessperson"
4374,http://www.wikidata.org/entity/Q12242988,Muslim (rapper),1981,male,Morocco,Africa,rapper,rapper
4375,http://www.wikidata.org/entity/Q104276204,Bill Nass,1993,male,Tanzania,Africa,"rapper, songwriter, singer","rapper, songwriter, singer"
4376,http://www.wikidata.org/entity/Q66095815,YK Osiris,1998,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4377,http://www.wikidata.org/entity/Q112976920,6 Dogs,1999,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4378,http://www.wikidata.org/entity/Q6411833,King Louie,1987,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4379,http://www.wikidata.org/entity/Q11884605,Noah Kin,1994,male,Finland,Europe,"rapper, record producer, disc jockey","rapper, record producer, disc jockey"
4380,http://www.wikidata.org/entity/Q5088754,Che Fu,1974,male,New Zealand,"Oceania, Australian continent, Insular Oceania","rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4381,http://www.wikidata.org/entity/Q7822839,Tony M.,1901,male,United States,North America,rapper,rapper
4382,http://www.wikidata.org/entity/Q107417575,Jamaar,1991,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4383,http://www.wikidata.org/entity/Q37010798,DonMonique,1901,female,United States,North America,rapper,rapper
4384,http://www.wikidata.org/entity/Q2532154,Ant Banks,1966,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4385,http://www.wikidata.org/entity/Q1979702,Olaf Vos,1972,male,Kingdom of the Netherlands,Europe,"rapper, television presenter, songwriter, singer","rapper, television presenter, songwriter, singer"
4386,http://www.wikidata.org/entity/Q3573861,Akir,1901,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4387,http://www.wikidata.org/entity/Q19940323,Iron,1992,male,South Korea,Asia,rapper,rapper
4388,http://www.wikidata.org/entity/Q1382233,Pharoahe Monch,1967,male,United States,North America,"rapper, record producer, singer, composer","rapper, record producer, singer, composer"
4389,http://www.wikidata.org/entity/Q7905951,V.I.C.,1987,male,United States,North America,rapper,rapper
4390,http://www.wikidata.org/entity/Q202663,Wyclef Jean,1969,male,Haiti,North America,"activist, rapper, songwriter, record producer, singer, actor","activist, rapper, songwriter, record producer, singer, actor"
4391,http://www.wikidata.org/entity/Q953641,Dimples D.,2000,female,United States,North America,"rapper, musician","rapper, musician"
4392,http://www.wikidata.org/entity/Q60676338,Slowthai,1994,male,United Kingdom,Europe,"rapper, musician","rapper, musician"
4393,http://www.wikidata.org/entity/Q7180425,Phanatik,1976,male,United States,North America,"rapper, author","rapper, author"
4394,http://www.wikidata.org/entity/Q350897,White Dawg,2000,male,United States,North America,"rapper, songwriter, record producer, writer","rapper, songwriter, record producer, writer"
4395,http://www.wikidata.org/entity/Q73463,Miguel,1985,male,United States,North America,"rapper, guitarist, songwriter, record producer, singer, composer, actor","rapper, guitarist, songwriter, record producer, singer, composer, actor"
4396,http://www.wikidata.org/entity/Q111951078,M24,1998,male,United Kingdom,Europe,"rapper, songwriter","rapper, songwriter"
4397,http://www.wikidata.org/entity/Q13036057,Snotkop,1979,male,South Africa,Africa,"rapper, singer","rapper, singer"
4398,http://www.wikidata.org/entity/Q1435910,Fonzworth Bentley,1974,male,United States,North America,"film actor, rapper, musician, actor","film actor, rapper, musician, actor"
4399,http://www.wikidata.org/entity/Q432689,Imani Coppola,1978,female,United States,North America,"rapper, songwriter, musician, singer","rapper, songwriter, musician, singer"
4400,http://www.wikidata.org/entity/Q5571095,Kinetic 9,2000,male,United States,North America,rapper,rapper
4401,http://www.wikidata.org/entity/Q131419566,Amar,2003,male,Poland,Europe,"online streamer, rapper","online streamer, rapper"
4402,http://www.wikidata.org/entity/Q56302071,B-Brazy,1974,male,United States,North America,rapper,rapper
4403,http://www.wikidata.org/entity/Q12324282,Lenny Martinez,1976,male,Kingdom of Denmark,Europe,rapper,rapper
4404,http://www.wikidata.org/entity/Q3744072,Henry Kõrvits,1974,male,Estonia,Europe,"rapper, record producer, composer, actor","rapper, record producer, composer, actor"
4405,http://www.wikidata.org/entity/Q7052133,Norman D. Golden II,1984,male,United States,North America,"rapper, actor","rapper, actor"
4406,http://www.wikidata.org/entity/Q52274581,Saint Jhn,1986,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4407,http://www.wikidata.org/entity/Q10534493,Popek,1980,male,Poland,Europe,"rapper, singer","rapper, singer"
4408,http://www.wikidata.org/entity/Q125493934,Marwan Moussa,1995,male,Egypt,Africa,"rapper, singer","rapper, singer"
4409,http://www.wikidata.org/entity/Q5565245,Giulietta,1992,female,Australia,Oceania,"dancer, rapper, songwriter, record producer, singer","dancer, rapper, songwriter, record producer, singer"
4410,http://www.wikidata.org/entity/Q3841925,Mac Mall,1950,male,United States,North America,rapper,rapper
4411,http://www.wikidata.org/entity/Q1334455,Elzhi,1978,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4412,http://www.wikidata.org/entity/Q122834631,Aria,2003,female,India,Asia,"rapper, actor","rapper, actor"
4413,http://www.wikidata.org/entity/Q4947492,Boss,1969,female,United States,North America,rapper,rapper
4414,http://www.wikidata.org/entity/Q954181,Shyheim,1979,male,United States,North America,"rapper, actor","rapper, actor"
4415,http://www.wikidata.org/entity/Q126488129,Enchanting,1997,female,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4416,http://www.wikidata.org/entity/Q4181394,Oleg Zhukov,1973,male,"Russia, Soviet Union","Europe, Asia","dancer, rapper, singer, actor","dancer, rapper, singer, actor"
4417,http://www.wikidata.org/entity/Q3832350,Lil Will,1991,male,United States,North America,"rapper, singer","rapper, singer"
4418,http://www.wikidata.org/entity/Q97238070,Son Simba,1992,male,South Korea,Asia,rapper,rapper
4419,http://www.wikidata.org/entity/Q23879737,Kari Faux,1992,female,United States,North America,"rapper, singer","rapper, singer"
4420,http://www.wikidata.org/entity/Q28864892,Gata Cattana,1991,female,Spain,Europe,"rapper, musician, poet","rapper, musician, poet"
4421,http://www.wikidata.org/entity/Q3191276,K-Rhyme Le Roi,1970,male,"France, Algeria","Europe, Africa","dancer, rapper","dancer, rapper"
4422,http://www.wikidata.org/entity/Q124656130,Luther,2004,male,France,Europe,rapper,rapper
4423,http://www.wikidata.org/entity/Q5255069,Demarco Castle,1981,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4424,http://www.wikidata.org/entity/Q17306048,Ian Fang,1989,male,Singapore,Asia,"dancer, director, rapper, singer, actor","dancer, director, rapper, singer, actor"
4425,http://www.wikidata.org/entity/Q78843163,Domo Breaux,1993,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4426,http://www.wikidata.org/entity/Q113163887,Secreto el Famoso Biberón,1987,male,Dominican Republic,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4427,http://www.wikidata.org/entity/Q17489794,Prof,1984,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4428,http://www.wikidata.org/entity/Q2532731,Vieze Fur,1983,male,Kingdom of the Netherlands,Europe,"performance artist, rapper, singer, cook","performance artist, rapper, singer, cook"
4429,http://www.wikidata.org/entity/Q18044251,Mick Jenkins,1991,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
4430,http://www.wikidata.org/entity/Q15725989,Punch Arogunz,1991,male,Germany,Europe,rapper,rapper
4431,http://www.wikidata.org/entity/Q124289804,Chae Hawk,1983,male,United States,North America,rapper,rapper
4432,http://www.wikidata.org/entity/Q56378781,Neto Reyno,1981,male,Mexico,North America,rapper,rapper
4433,http://www.wikidata.org/entity/Q96245238,Hell Raton,1990,male,Italy,Europe,"rapper, record producer","rapper, record producer"
4434,http://www.wikidata.org/entity/Q23883327,San Jaimt,1988,male,India,Asia,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4435,http://www.wikidata.org/entity/Q361657,GZA,1966,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4436,http://www.wikidata.org/entity/Q16201334,Mykki Blanco,1986,trans woman,United States,North America,rapper,rapper
4437,http://www.wikidata.org/entity/Q26737167,Kush,1984,male,South Korea,Asia,"rapper, songwriter, record producer","rapper, songwriter, record producer"
4438,http://www.wikidata.org/entity/Q9163346,B.R.O,1992,male,Poland,Europe,"rapper, composer","rapper, composer"
4439,http://www.wikidata.org/entity/Q1424420,María Casado Paredes,1978,female,Spain,Europe,"radio personality, rapper, journalist, television presenter, writer","radio personality, rapper, journalist, television presenter, writer"
4440,http://www.wikidata.org/entity/Q16729068,Tiffany Foxx,1985,female,United States,North America,"rapper, singer","rapper, singer"
4441,http://www.wikidata.org/entity/Q115296941,Donald Glover III,2020,male,United States,North America,"film actor, voice actor, rapper, songwriter, record producer, singer, disc jockey, actor","film actor, voice actor, rapper, songwriter, record producer, singer, disc jockey, actor"
4442,http://www.wikidata.org/entity/Q112605908,Pailita,2000,male,Chile,"South America, Insular Oceania","rapper, songwriter, singer","rapper, songwriter, singer"
4443,http://www.wikidata.org/entity/Q19281804,Json,1981,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4444,http://www.wikidata.org/entity/Q11113879,Gacho,1983,male,Latvia,Europe,"rapper, musician","rapper, musician"
4445,http://www.wikidata.org/entity/Q300300,AZ,1972,male,United States,North America,"rapper, songwriter","rapper, songwriter"
4446,http://www.wikidata.org/entity/Q22917925,Nacho,1983,male,"Colombia, Venezuela",South America,"political activist, activist, rapper, singer, composer","political activist, activist, rapper, singer, composer"
4447,http://www.wikidata.org/entity/Q61483350,Jaiksana,1996,male,South Sudan,Africa,"rapper, musician","rapper, musician"
4448,http://www.wikidata.org/entity/Q25189268,Taylor Bennett,1996,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4449,http://www.wikidata.org/entity/Q98120943,Zeamsone,2000,male,Poland,Europe,"rapper, singer, composer","rapper, singer, composer"
4450,http://www.wikidata.org/entity/Q6322864,K-rupt,1979,male,Kenya,Africa,rapper,rapper
4451,http://www.wikidata.org/entity/Q1145530,B-Legit,1968,male,United States,North America,rapper,rapper
4452,http://www.wikidata.org/entity/Q19315667,SWAY,1986,male,Japan,Asia,"rapper, record producer, singer, actor","rapper, record producer, singer, actor"
4453,http://www.wikidata.org/entity/Q5521217,Gangsta Blac,1974,male,United States,North America,rapper,rapper
4454,http://www.wikidata.org/entity/Q108435969,Luzz,2005,male,Germany,Europe,rapper,rapper
4455,http://www.wikidata.org/entity/Q521242,Daniel Curtis Lee,1991,male,United States,North America,"film actor, rapper, actor","film actor, rapper, actor"
4456,http://www.wikidata.org/entity/Q445417,Mack 10,1971,male,United States,North America,"film actor, rapper, musician, actor","film actor, rapper, musician, actor"
4457,http://www.wikidata.org/entity/Q20090657,Mr. Envi',1978,male,United States,North America,rapper,rapper
4458,http://www.wikidata.org/entity/Q17194811,Anders Kristoffersen,1993,male,Norway,Europe,rapper,rapper
4459,http://www.wikidata.org/entity/Q15807807,Elif Demirezer,1992,female,Germany,Europe,rapper,rapper
4460,http://www.wikidata.org/entity/Q33134975,Peyton Alex Smith,1994,male,United States,North America,"film actor, rapper","film actor, rapper"
4461,http://www.wikidata.org/entity/Q7113818,Overlord X,1901,male,United Kingdom,Europe,rapper,rapper
4462,http://www.wikidata.org/entity/Q109776522,Marcelo Santos,1972,male,Brazil,South America,rapper,rapper
4463,http://www.wikidata.org/entity/Q22277753,Fateh,1986,male,Canada,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4464,http://www.wikidata.org/entity/Q179026,Large Professor,1973,male,United States,North America,"rapper, record producer, singer, disc jockey, composer","rapper, record producer, singer, disc jockey, composer"
4465,http://www.wikidata.org/entity/Q6547420,Lil Ric,1901,male,United States,North America,rapper,rapper
4466,http://www.wikidata.org/entity/Q113481675,mohammad kazemzadeh khoei,2007,male,Iran,Asia,rapper,rapper
4467,http://www.wikidata.org/entity/Q61751638,Einár,2002,male,Sweden,Europe,rapper,rapper
4468,http://www.wikidata.org/entity/Q693586,Jeru the Damaja,1972,male,United States,North America,"rapper, musician, record producer","rapper, musician, record producer"
4469,http://www.wikidata.org/entity/Q11734449,Kamień,1976,male,Poland,Europe,rapper,rapper
4470,http://www.wikidata.org/entity/Q111179366,King Komm,1991,male,Canada,North America,"rapper, singer","rapper, singer"
4471,http://www.wikidata.org/entity/Q1145617,Chuckie Akenz,1986,male,Canada,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4472,http://www.wikidata.org/entity/Q24286772,SCH,1993,male,France,Europe,"rapper, singer, composer","rapper, singer, composer"
4473,http://www.wikidata.org/entity/Q2065133,NAG,1985,male,Belgium,Europe,"rapper, singer","rapper, singer"
4474,http://www.wikidata.org/entity/Q894495,Boss AC,1975,male,Portugal,Europe,"rapper, songwriter, singer, poet","rapper, songwriter, singer, poet"
4475,http://www.wikidata.org/entity/Q126188589,Jupi77er,1992,"genderfluid, non-binary, transmasculine",Brazil,South America,"influencer, rapper, Internet celebrity, songwriter, content creator","influencer, rapper, Internet celebrity, songwriter, content creator"
4476,http://www.wikidata.org/entity/Q3820716,El Chojin,1977,male,Spain,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
4477,http://www.wikidata.org/entity/Q6796028,Maxsta,1992,male,United Kingdom,Europe,rapper,rapper
4478,http://www.wikidata.org/entity/Q8352134,Asa,1980,male,Finland,Europe,"rapper, record producer, singer","rapper, record producer, singer"
4479,http://www.wikidata.org/entity/Q29893053,Johan Kvarnström,1986,male,Finland,Europe,"rapper, politician","rapper, politician"
4480,http://www.wikidata.org/entity/Q6470440,Lady May,1974,female,United States,North America,"film actor, model, rapper, songwriter, singer, actor","film actor, model, rapper, songwriter, singer, actor"
4481,http://www.wikidata.org/entity/Q608452,Del the Funky Homosapien,1972,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
4482,http://www.wikidata.org/entity/Q6495423,Lateef the Truthspeaker,1974,male,United States,North America,rapper,rapper
4483,http://www.wikidata.org/entity/Q16210205,Michalis Kouinelis,1979,male,Greece,Europe,"rapper, singer","rapper, singer"
4484,http://www.wikidata.org/entity/Q29572881,Gray,1986,male,South Korea,Asia,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4485,http://www.wikidata.org/entity/Q190094,Allen Iverson,1975,male,United States,North America,rapper,rapper
4486,http://www.wikidata.org/entity/Q6122258,Saykoji,1983,male,Indonesia,Asia,"rapper, composer, actor","rapper, composer, actor"
4487,http://www.wikidata.org/entity/Q30731393,Caballero,1988,male,"Spain, Belgium",Europe,"rapper, musician","rapper, musician"
4488,http://www.wikidata.org/entity/Q18718999,Pyramid Vritra,1991,male,United States,North America,"rapper, record producer","rapper, record producer"
4489,http://www.wikidata.org/entity/Q8052518,Yepha,1983,male,Kingdom of Denmark,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
4490,http://www.wikidata.org/entity/Q221155,T-Pain,1984,male,United States,North America,"rapper, songwriter, record producer, singer, actor","rapper, songwriter, record producer, singer, actor"
4491,http://www.wikidata.org/entity/Q132168226,Fetramandimbisoa Mamy Fitiavana,1998,male,Madagascar,Africa,"rapper, student","rapper, student"
4492,http://www.wikidata.org/entity/Q29024279,Tobias Kunze,1981,male,Germany,Europe,"rapper, writer","rapper, writer"
4493,http://www.wikidata.org/entity/Q111693208,Park Jae-chan,2001,male,South Korea,Asia,"rapper, singer, actor","rapper, singer, actor"
4494,http://www.wikidata.org/entity/Q3240753,Lil Twist,1993,male,United States,North America,rapper,rapper
4495,http://www.wikidata.org/entity/Q3445057,Future,1983,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4496,http://www.wikidata.org/entity/Q14945443,2sty,1988,male,Poland,Europe,"rapper, record producer","rapper, record producer"
4497,http://www.wikidata.org/entity/Q52376005,Antifuchs,1989,female,Germany,Europe,rapper,rapper
4498,http://www.wikidata.org/entity/Q99676839,Doums,1992,male,France,Europe,rapper,rapper
4499,http://www.wikidata.org/entity/Q14159631,K Koke,1984,male,United Kingdom,Europe,"rapper, disc jockey","rapper, disc jockey"
4500,http://www.wikidata.org/entity/Q15546914,Jarren Benton,1998,male,"United States, Canada",North America,"rapper, songwriter","rapper, songwriter"
4501,http://www.wikidata.org/entity/Q23138132,Sivion,1972,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4502,http://www.wikidata.org/entity/Q12301780,Anna Vigsø,1993,female,Kingdom of Denmark,Europe,rapper,rapper
4503,http://www.wikidata.org/entity/Q106541067,Sqwoz Bab,1994,male,Russia,Europe,rapper,rapper
4504,http://www.wikidata.org/entity/Q66041206,Tzukush,1995,male,Israel,Asia,"rapper, musician, record producer, singer","rapper, musician, record producer, singer"
4505,http://www.wikidata.org/entity/Q21824968,Choi Seung-cheol,1995,male,South Korea,Asia,"dancer, rapper, singer","dancer, rapper, singer"
4506,http://www.wikidata.org/entity/Q65062061,Akapellah,1991,male,Venezuela,South America,"rapper, musician, singer","rapper, musician, singer"
4507,http://www.wikidata.org/entity/Q7605779,Steele,1974,male,United States,North America,rapper,rapper
4508,http://www.wikidata.org/entity/Q9383378,Yaro,1970,male,Poland,Europe,"rapper, record producer","rapper, record producer"
4509,http://www.wikidata.org/entity/Q123900116,Vale LP,1999,female,Italy,Europe,rapper,rapper
4510,http://www.wikidata.org/entity/Q56310938,Timal,1997,male,France,Europe,rapper,rapper
4511,http://www.wikidata.org/entity/Q6109501,JaMiss,1901,female,United States,North America,rapper,rapper
4512,http://www.wikidata.org/entity/Q105706091,YUNHWAY,1995,female,South Korea,Asia,"rapper, singer","rapper, singer"
4513,http://www.wikidata.org/entity/Q89411984,Mr. Rain,1991,male,Italy,Europe,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4514,http://www.wikidata.org/entity/Q65115154,Belle Delphine,1999,female,United Kingdom,Europe,"waiter, vlogger, rapper, Internet celebrity, artist","waiter, vlogger, rapper, Internet celebrity, artist"
4515,http://www.wikidata.org/entity/Q118120784,Igor Panic,1996,male,Serbia,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
4516,http://www.wikidata.org/entity/Q17386487,Okmalumkoolkat,1983,male,South Africa,Africa,"dancer, rapper, singer, disc jockey","dancer, rapper, singer, disc jockey"
4517,http://www.wikidata.org/entity/Q95918251,StaySolidRocky,2001,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
4518,http://www.wikidata.org/entity/Q6981132,Naughty Boy,1985,male,United Kingdom,Europe,"rapper, record producer, disc jockey","rapper, record producer, disc jockey"
4519,http://www.wikidata.org/entity/Q4354166,DJ Large,1979,male,Sweden,Europe,rapper,rapper
4520,http://www.wikidata.org/entity/Q1666821,Money Boy,1981,male,Austria,Europe,"rapper, singer","rapper, singer"
4521,http://www.wikidata.org/entity/Q19571648,NF,1991,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
4522,http://www.wikidata.org/entity/Q5802492,Demonio,1901,male,Spain,Europe,"rapper, musician","rapper, musician"
