,personUri,personLabel,birthYear,gender,countries,continents,occupations,fields
0,http://www.wikidata.org/entity/Q89493281,Jimmy Prime,1993,male,Canada,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
1,http://www.wikidata.org/entity/Q4993086,Kreva,1976,male,Japan,Asia,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
2,http://www.wikidata.org/entity/Q23664291,Ko-Jo Cue,1989,male,Ghana,Africa,"rapper, songwriter, record producer, singer, composer","rapper, songwriter, record producer, singer, composer"
3,http://www.wikidata.org/entity/Q28498299,Tommy Cash,1991,male,Estonia,Europe,"rapper, singer","rapper, singer"
4,http://www.wikidata.org/entity/Q5026891,Camoflauge,1981,male,United States,North America,rapper,rapper
5,http://www.wikidata.org/entity/Q115987492,Hiro,1992,male,Slovakia,Europe,rapper,rapper
6,http://www.wikidata.org/entity/Q70063212,Baby Keem,2000,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
7,http://www.wikidata.org/entity/Q3421428,Willem de Bruin,1985,male,Kingdom of the Netherlands,Europe,"presenter, rapper, television presenter, record producer","presenter, rapper, television presenter, record producer"
8,http://www.wikidata.org/entity/Q130619416,Q130619416,1986,female,Poland,Europe,rapper,rapper
9,http://www.wikidata.org/entity/Q110092992,Le Motif,1989,male,Belgium,Europe,"rapper, composer","rapper, composer"
10,http://www.wikidata.org/entity/Q7132351,Papa Reu,1901,male,United States,North America,"producer, rapper, songwriter, singer","producer, rapper, songwriter, singer"
11,http://www.wikidata.org/entity/Q39394703,Jah Khalib,1993,male,Kazakhstan,Asia,"rapper, record producer","rapper, record producer"
12,http://www.wikidata.org/entity/Q3156543,J'L'Tismé,1901,male,France,Europe,rapper,rapper
13,http://www.wikidata.org/entity/Q5306986,Dres,1967,male,United States,North America,"film actor, rapper, actor","film actor, rapper, actor"
14,http://www.wikidata.org/entity/Q86098519,Sepia,2000,male,Belgium,Europe,rapper,rapper
15,http://www.wikidata.org/entity/Q5112827,Christopher Martin,1962,male,United States,North America,"film actor, rapper, actor","film actor, rapper, actor"
16,http://www.wikidata.org/entity/Q56249773,ProfJam,1991,male,Portugal,Europe,"rapper, singer","rapper, singer"
17,http://www.wikidata.org/entity/Q17181160,Evil Pimp,1981,male,United States,North America,"rapper, songwriter, record producer, entrepreneur","rapper, songwriter, record producer, entrepreneur"
18,http://www.wikidata.org/entity/Q61835951,Shavi Princi,1971,male,"Georgia, Soviet Union","Europe, Asia",rapper,rapper
19,http://www.wikidata.org/entity/Q16156842,Abidaz,1980,male,Sweden,Europe,rapper,rapper
20,http://www.wikidata.org/entity/Q124530232,Bitsu,1999,male,France,Europe,rapper,rapper
21,http://www.wikidata.org/entity/Q2142004,Riza Tisserand,1973,male,Kingdom of the Netherlands,Europe,"cabaret performer, rapper","cabaret performer, rapper"
22,http://www.wikidata.org/entity/Q107037142,Ysy A,1998,male,Argentina,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
23,http://www.wikidata.org/entity/Q125550577,Okis,1998,male,France,Europe,rapper,rapper
24,http://www.wikidata.org/entity/Q3242356,Liroy,1971,male,Poland,Europe,"rapper, musician, politician, actor","rapper, musician, politician, actor"
25,http://www.wikidata.org/entity/Q34269,Prince Paul,1967,male,United States,North America,"composer, rapper, record producer, disc jockey","composer, rapper, record producer, disc jockey"
26,http://www.wikidata.org/entity/Q131749242,iliyashamary,2008,male,Iran,Asia,rapper,rapper
27,http://www.wikidata.org/entity/Q5707842,El Primo,2000,male,Sweden,Europe,rapper,rapper
28,http://www.wikidata.org/entity/Q2602489,Yüksel D.,1969,male,Turkey,Asia,rapper,rapper
29,http://www.wikidata.org/entity/Q1491126,SwinDoe,2000,male,United States,North America,"rapper, musician","rapper, musician"
30,http://www.wikidata.org/entity/Q104632488,Green Montana,1993,male,Belgium,Europe,rapper,rapper
31,http://www.wikidata.org/entity/Q56260243,Q56260243,1950,female,Italy,Europe,"rapper, singer","rapper, singer"
32,http://www.wikidata.org/entity/Q107139607,Gino Ammersingh,1984,male,Suriname,"North America, South America","rapper, songwriter, entrepreneur","rapper, songwriter, entrepreneur"
33,http://www.wikidata.org/entity/Q104370664,Sasa Klaas,1993,female,Botswana,Africa,"rapper, singer","rapper, singer"
34,http://www.wikidata.org/entity/Q15260440,4tune,1988,male,Germany,Europe,rapper,rapper
35,http://www.wikidata.org/entity/Q859139,Big Noyd,1975,male,United States,North America,"rapper, musician, singer","rapper, musician, singer"
36,http://www.wikidata.org/entity/Q7578567,Spliff Star,1975,male,United States,North America,rapper,rapper
37,http://www.wikidata.org/entity/Q214227,T.I.,1980,male,United States,North America,"activist, film actor, rapper, songwriter, record producer, entrepreneur, businessperson, writer, actor","activist, film actor, rapper, songwriter, record producer, entrepreneur, businessperson, writer, actor"
38,http://www.wikidata.org/entity/Q3431664,Rico Love,1982,male,United States,North America,"rapper, record producer","rapper, record producer"
39,http://www.wikidata.org/entity/Q92275685,Fiifi Ghansah,1995,male,Finland,Europe,rapper,rapper
40,http://www.wikidata.org/entity/Q108566508,Le Juiice,1993,female,France,Europe,"rapper, entrepreneur","rapper, entrepreneur"
41,http://www.wikidata.org/entity/Q4801078,Goldie Harvey,1983,female,Nigeria,Africa,"television personality, rapper, songwriter, singer","television personality, rapper, songwriter, singer"
42,http://www.wikidata.org/entity/Q119348893,WIU,2002,male,Brazil,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
43,http://www.wikidata.org/entity/Q22959179,Futuristic,1991,male,United States,North America,rapper,rapper
44,http://www.wikidata.org/entity/Q3555142,Adil Takhssait,1979,male,"Morocco, France, Canada","Africa, Europe, North America","rapper, musician, singer","rapper, musician, singer"
45,http://www.wikidata.org/entity/Q15635447,Kaaris,1980,male,France,Europe,"rapper, record producer, singer, actor","rapper, record producer, singer, actor"
46,http://www.wikidata.org/entity/Q919961,Busdriver,1978,male,United States,North America,"rapper, musician, record producer, singer, composer","rapper, musician, record producer, singer, composer"
47,http://www.wikidata.org/entity/Q56467651,Darell,1990,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
48,http://www.wikidata.org/entity/Q12204096,Jad Shwery,1984,male,Lebanon,Asia,"rapper, musician, actor","rapper, musician, actor"
49,http://www.wikidata.org/entity/Q22007413,Nef the Pharaoh,1995,male,United States,North America,rapper,rapper
50,http://www.wikidata.org/entity/Q5579851,Blues,1975,male,Sweden,Europe,"voice actor, rapper, musician","voice actor, rapper, musician"
51,http://www.wikidata.org/entity/Q54572009,MC Neat,2000,male,United Kingdom,Europe,"rapper, singer","rapper, singer"
52,http://www.wikidata.org/entity/Q1248990,Mayer Hawthorne,1979,male,United States,North America,"rapper, record producer, singer, disc jockey","rapper, record producer, singer, disc jockey"
53,http://www.wikidata.org/entity/Q30072039,Quavo,1991,male,United States,North America,"rapper, songwriter, musician, record producer, singer, composer, actor","rapper, songwriter, musician, record producer, singer, composer, actor"
54,http://www.wikidata.org/entity/Q313146,Obie Trice,1977,male,United States,North America,"rapper, songwriter","rapper, songwriter"
55,http://www.wikidata.org/entity/Q132577539,Zah1de,2010,female,Germany,Europe,rapper,rapper
56,http://www.wikidata.org/entity/Q111698964,Younès Boucif,1995,male,France,Europe,"film actor, rapper, actor","film actor, rapper, actor"
57,http://www.wikidata.org/entity/Q47524999,JooE,1999,female,South Korea,Asia,"dancer, rapper, singer","dancer, rapper, singer"
58,http://www.wikidata.org/entity/Q6889811,Modulok,1979,male,Canada,North America,rapper,rapper
59,http://www.wikidata.org/entity/Q126951596,Ron Hayon,2006,male,Israel,Asia,"rapper, musician, singer, composer","rapper, musician, singer, composer"
60,http://www.wikidata.org/entity/Q945150,Sinik,1980,male,France,Europe,"rapper, singer","rapper, singer"
61,http://www.wikidata.org/entity/Q246518,Kool Shen,1966,male,France,Europe,"film actor, rapper, record producer, actor","film actor, rapper, record producer, actor"
62,http://www.wikidata.org/entity/Q4935248,Bobby Kim,1973,male,South Korea,Asia,"rapper, singer","rapper, singer"
63,http://www.wikidata.org/entity/Q5207241,Da Grin,1984,male,Nigeria,Africa,"rapper, singer","rapper, singer"
64,http://www.wikidata.org/entity/Q54358753,Ayesem,1986,male,Ghana,Africa,"rapper, songwriter, singer","rapper, songwriter, singer"
65,http://www.wikidata.org/entity/Q45127878,Martina Lynch,1901,female,United States,North America,rapper,rapper
66,http://www.wikidata.org/entity/Q108553313,Qry,1999,male,Poland,Europe,"rapper, songwriter","rapper, songwriter"
67,http://www.wikidata.org/entity/Q115987392,Giajjenno,1986,male,Slovakia,Europe,rapper,rapper
68,http://www.wikidata.org/entity/Q13422063,JUSTHIS,1991,male,South Korea,Asia,"rapper, musician","rapper, musician"
69,http://www.wikidata.org/entity/Q109432058,Anton Budinugroho,1977,male,Indonesia,Asia,"rapper, announcer, songwriter, singer","rapper, announcer, songwriter, singer"
70,http://www.wikidata.org/entity/Q71505354,Dee Ruff,1996,male,United States,North America,rapper,rapper
71,http://www.wikidata.org/entity/Q15913056,Niello,1987,male,Sweden,Europe,"rapper, singer","rapper, singer"
72,http://www.wikidata.org/entity/Q129910,A$AP Rocky,1988,male,United States,North America,"film actor, model, director, rapper, songwriter, record producer, singer, entrepreneur, composer, actor","film actor, model, director, rapper, songwriter, record producer, singer, entrepreneur, composer, actor"
73,http://www.wikidata.org/entity/Q888457,Bobby Brackins,1988,male,United States,North America,"rapper, musician","rapper, musician"
74,http://www.wikidata.org/entity/Q880405,Black Milk,1983,male,United States,North America,"rapper, songwriter, musician, record producer, singer","rapper, songwriter, musician, record producer, singer"
75,http://www.wikidata.org/entity/Q687083,Rob Gee,1971,male,United States,North America,"rapper, record producer, disc jockey","rapper, record producer, disc jockey"
76,http://www.wikidata.org/entity/Q109313236,Mvzzle,1994,male,South Africa,Africa,"visual artist, rapper, record producer, disc jockey","visual artist, rapper, record producer, disc jockey"
77,http://www.wikidata.org/entity/Q117386555,Ariie West,1998,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
78,http://www.wikidata.org/entity/Q64590515,Abidel,1992,male,Portugal,Europe,"rapper, musician, singer, entrepreneur, audio engineer, composer","rapper, musician, singer, entrepreneur, audio engineer, composer"
79,http://www.wikidata.org/entity/Q1271559,Dú Maroc,1985,male,Germany,Europe,rapper,rapper
80,http://www.wikidata.org/entity/Q110707559,JP THE WAVY,1993,male,Japan,Asia,rapper,rapper
81,http://www.wikidata.org/entity/Q75818547,Nadia Tehran,1991,female,Sweden,Europe,"rapper, singer","rapper, singer"
82,http://www.wikidata.org/entity/Q30069064,Dharius,1984,male,Mexico,North America,"rapper, songwriter, singer, actor","rapper, songwriter, singer, actor"
83,http://www.wikidata.org/entity/Q113540085,C.R.O,1998,male,Argentina,South America,"rapper, songwriter, singer","rapper, songwriter, singer"
84,http://www.wikidata.org/entity/Q2828990,Aketo,1980,male,France,Europe,"rapper, singer","rapper, singer"
85,http://www.wikidata.org/entity/Q3381459,Phonte,1978,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
86,http://www.wikidata.org/entity/Q12581721,R-EST,1901,male,South Korea,Asia,rapper,rapper
87,http://www.wikidata.org/entity/Q6896069,Molemo Maarohanye,1901,male,South Africa,Africa,rapper,rapper
88,http://www.wikidata.org/entity/Q9387569,Zawodnik,1983,male,Poland,Europe,rapper,rapper
89,http://www.wikidata.org/entity/Q36804,Eazy-E,1964,male,United States,North America,"drug trafficker, rapper, chief executive officer, record producer, entrepreneur","drug trafficker, rapper, chief executive officer, record producer, entrepreneur"
90,http://www.wikidata.org/entity/Q18580236,Dej Loaf,1991,female,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
91,http://www.wikidata.org/entity/Q60926853,Koffee,2000,female,Jamaica,North America,"rapper, guitarist, songwriter, singer, disc jockey","rapper, guitarist, songwriter, singer, disc jockey"
92,http://www.wikidata.org/entity/Q12301632,AndyOp,1983,male,Kingdom of Denmark,Europe,rapper,rapper
93,http://www.wikidata.org/entity/Q7536929,Skull Duggery,1971,male,United States,North America,"rapper, record producer","rapper, record producer"
94,http://www.wikidata.org/entity/Q104604557,Shotaro Osaki,2000,male,Japan,Asia,"dancer, rapper, singer","dancer, rapper, singer"
95,http://www.wikidata.org/entity/Q8067544,Phyo Zeya Thaw,1981,male,Myanmar,Asia,"rapper, human rights activist, hip-hop musician, singer, politician","rapper, human rights activist, hip-hop musician, singer, politician"
96,http://www.wikidata.org/entity/Q4801165,Shadia Mansour,1985,female,"State of Palestine, United Kingdom","Asia, Europe",rapper,rapper
97,http://www.wikidata.org/entity/Q909019,Dopeman,1974,male,Hungary,Europe,rapper,rapper
98,http://www.wikidata.org/entity/Q1395969,Frost,1964,male,United States,North America,"rapper, songwriter, musician, actor","rapper, songwriter, musician, actor"
99,http://www.wikidata.org/entity/Q108908240,Lefty Sm,1992,male,Mexico,North America,rapper,rapper
100,http://www.wikidata.org/entity/Q16403661,Jaanus Saks,1986,male,Estonia,Europe,"rapper, singer","rapper, singer"
101,http://www.wikidata.org/entity/Q95946165,Xin Liu,1997,female,People's Republic of China,Asia,"dancer, rapper, songwriter, singer","dancer, rapper, songwriter, singer"
102,http://www.wikidata.org/entity/Q1911722,Mausberg,1979,male,United States,North America,"rapper, musician","rapper, musician"
103,http://www.wikidata.org/entity/Q5796281,César López Díaz,1985,male,Spain,Europe,rapper,rapper
104,http://www.wikidata.org/entity/Q125855147,2KBABY,2000,male,United States,North America,rapper,rapper
105,http://www.wikidata.org/entity/Q22277901,Gawvi,1988,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
106,http://www.wikidata.org/entity/Q2415403,G. Dep,1973,male,United States,North America,"rapper, songwriter","rapper, songwriter"
107,http://www.wikidata.org/entity/Q631770,Lowkey,1986,male,United Kingdom,Europe,"activist, rapper, singer","activist, rapper, singer"
108,http://www.wikidata.org/entity/Q65205126,Luna Melis,2002,female,Italy,Europe,rapper,rapper
109,http://www.wikidata.org/entity/Q4353264,AK-69,1978,male,Japan,Asia,"rapper, singer","rapper, singer"
110,http://www.wikidata.org/entity/Q18224151,Quest,1979,male,United States,North America,"rapper, record producer, composer","rapper, record producer, composer"
111,http://www.wikidata.org/entity/Q6436503,Krazy,1976,male,United States,North America,rapper,rapper
112,http://www.wikidata.org/entity/Q4261481,Lika MC,1972,female,"Russia, Soviet Union","Europe, Asia","manufacturer, rapper, record producer, singer, disc jockey, composer","manufacturer, rapper, record producer, singer, disc jockey, composer"
113,http://www.wikidata.org/entity/Q2584176,Shay Haley,1972,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
114,http://www.wikidata.org/entity/Q3460670,Sabotage,1973,male,Brazil,South America,"rapper, songwriter, singer, actor","rapper, songwriter, singer, actor"
115,http://www.wikidata.org/entity/Q16221472,Nickelz,1982,male,United States,North America,rapper,rapper
116,http://www.wikidata.org/entity/Q126927,Mase,1975,male,United States,North America,"rapper, songwriter","rapper, songwriter"
117,http://www.wikidata.org/entity/Q104860456,S-Pion,1991,male,France,Europe,rapper,rapper
118,http://www.wikidata.org/entity/Q44627488,Supa Bwe,1989,male,United States,North America,"rapper, songwriter, record producer, singer, audio engineer","rapper, songwriter, record producer, singer, audio engineer"
119,http://www.wikidata.org/entity/Q3950893,Saukrates,1978,male,Canada,North America,"rapper, record producer, singer, composer","rapper, record producer, singer, composer"
120,http://www.wikidata.org/entity/Q104772431,Slame,1994,male,Russia,Europe,"rapper, singer","rapper, singer"
121,http://www.wikidata.org/entity/Q18353558,Tory Lanez,1992,male,Canada,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
122,http://www.wikidata.org/entity/Q7453206,nephew,1901,male,United States,North America,rapper,rapper
123,http://www.wikidata.org/entity/Q24874284,Ace,1990,male,Japan,Asia,rapper,rapper
124,http://www.wikidata.org/entity/Q7697729,Telmary Díaz,1977,female,Cuba,North America,"rapper, songwriter","rapper, songwriter"
125,http://www.wikidata.org/entity/Q73911,Afrob,1979,male,"Eritrea, Germany","Africa, Europe","rapper, actor","rapper, actor"
126,http://www.wikidata.org/entity/Q15841877,Rec-Z,1986,male,Germany,Europe,rapper,rapper
127,http://www.wikidata.org/entity/Q121535129,Adrian Gabriel Salguero Mora,1983,male,Mexico,North America,"rapper, record producer, singer, composer","rapper, record producer, singer, composer"
128,http://www.wikidata.org/entity/Q91609232,Sauce Walka,1990,male,United States,North America,"rapper, songwriter, musician","rapper, songwriter, musician"
129,http://www.wikidata.org/entity/Q533369,Saul Williams,1972,male,United States,North America,"film actor, voice actor, rapper, musician, singer, poet, composer, writer, actor, screenwriter","film actor, voice actor, rapper, musician, singer, poet, composer, writer, actor, screenwriter"
130,http://www.wikidata.org/entity/Q122364,Massari,1981,male,"Lebanon, Canada","Asia, North America","rapper, songwriter, singer","rapper, songwriter, singer"
131,http://www.wikidata.org/entity/Q55761295,Gizzle,1985,female,United States,North America,"rapper, songwriter","rapper, songwriter"
132,http://www.wikidata.org/entity/Q711978,Lord Finesse,1970,male,United States,North America,"producer, rapper, songwriter, record producer, singer","producer, rapper, songwriter, record producer, singer"
133,http://www.wikidata.org/entity/Q68705954,Chris Ares,1992,male,Germany,Europe,rapper,rapper
134,http://www.wikidata.org/entity/Q101207563,Eunbyeol,1998,female,South Korea,Asia,"dancer, rapper, singer","dancer, rapper, singer"
135,http://www.wikidata.org/entity/Q59185,Busta Rhymes,1972,male,United States,North America,"businessperson, actor, film actor, rapper, songwriter, record producer, singer","businessperson, actor, film actor, rapper, songwriter, record producer, singer"
136,http://www.wikidata.org/entity/Q19897862,Nekfeu,1990,male,France,Europe,"rapper, record producer, actor","rapper, record producer, actor"
137,http://www.wikidata.org/entity/Q10953751,L:Ron:Harald,1966,male,Kingdom of Denmark,Europe,"autobiographer, rapper","autobiographer, rapper"
138,http://www.wikidata.org/entity/Q15836145,NMZS,1984,male,Germany,Europe,rapper,rapper
139,http://www.wikidata.org/entity/Q16928246,Mimiks,1991,male,Switzerland,Europe,"rapper, singer","rapper, singer"
140,http://www.wikidata.org/entity/Q496308,Kool Savas,1975,male,Germany,Europe,"rapper, singer","rapper, singer"
141,http://www.wikidata.org/entity/Q131553530,Boss Toyo,1981,male,Philippines,Asia,"rapper, Internet celebrity, businessperson","rapper, Internet celebrity, businessperson"
142,http://www.wikidata.org/entity/Q51836004,Moe Zech,1984,male,Germany,Europe,"rapper, musician, record producer","rapper, musician, record producer"
143,http://www.wikidata.org/entity/Q65227510,Ace Cool,1992,male,Japan,Asia,rapper,rapper
144,http://www.wikidata.org/entity/Q11728033,Joka,1977,male,Poland,Europe,rapper,rapper
145,http://www.wikidata.org/entity/Q54861040,070 Shake,1997,female,United States,North America,"model, rapper","model, rapper"
146,http://www.wikidata.org/entity/Q17466567,Skales,1991,male,Nigeria,Africa,"rapper, songwriter, singer","rapper, songwriter, singer"
147,http://www.wikidata.org/entity/Q106727810,Breskvica,2001,female,Serbia,Europe,"rapper, singer","rapper, singer"
148,http://www.wikidata.org/entity/Q15790960,Captain Gips,2000,male,Germany,Europe,rapper,rapper
149,http://www.wikidata.org/entity/Q95698148,Fivio Foreign,1990,male,United States,North America,"rapper, songwriter","rapper, songwriter"
150,http://www.wikidata.org/entity/Q6186865,Jesse Sprinkle,1976,male,United States,North America,rapper,rapper
151,http://www.wikidata.org/entity/Q3109744,Godfather Don,1901,male,United States,North America,"jazz musician, rapper, record producer, composer","jazz musician, rapper, record producer, composer"
152,http://www.wikidata.org/entity/Q57513488,NGeeYL,1901,male,United States,North America,rapper,rapper
153,http://www.wikidata.org/entity/Q16233605,Suboi,1990,female,Vietnam,Asia,"rapper, songwriter, singer","rapper, songwriter, singer"
154,http://www.wikidata.org/entity/Q131696911,Ayo Maff,2005,male,Nigeria,Africa,"rapper, songwriter, singer","rapper, songwriter, singer"
155,http://www.wikidata.org/entity/Q21208625,Achille Lauro,1990,male,Italy,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
156,http://www.wikidata.org/entity/Q5390231,Meko,1975,male,Equatorial Guinea,Africa,"rapper, singer","rapper, singer"
157,http://www.wikidata.org/entity/Q4761048,Andy Mineo,1988,male,United States,North America,"film actor, director, rapper, songwriter, musician, record producer, singer, composer, actor","film actor, director, rapper, songwriter, musician, record producer, singer, composer, actor"
158,http://www.wikidata.org/entity/Q130492838,Nsqk,1998,male,Mexico,North America,"rapper, songwriter, musician, record producer, singer","rapper, songwriter, musician, record producer, singer"
159,http://www.wikidata.org/entity/Q9281734,Grzegorz Borek,1971,male,Poland,Europe,"rapper, actor","rapper, actor"
160,http://www.wikidata.org/entity/Q460240,L.O.C.,1979,male,Kingdom of Denmark,Europe,"rapper, songwriter, singer, actor","rapper, songwriter, singer, actor"
161,http://www.wikidata.org/entity/Q24578963,Franko,1987,male,Cameroon,Africa,"rapper, singer","rapper, singer"
162,http://www.wikidata.org/entity/Q242620,Foxy Brown,1978,female,United States,North America,"model, rapper, musician, singer, actor","model, rapper, musician, singer, actor"
163,http://www.wikidata.org/entity/Q294449,Lil Jon,1971,male,United States,North America,"rapper, songwriter, record producer, entrepreneur, disc jockey","rapper, songwriter, record producer, entrepreneur, disc jockey"
164,http://www.wikidata.org/entity/Q69350524,Dyland,1986,male,Puerto Rico,North America,"rapper, singer","rapper, singer"
165,http://www.wikidata.org/entity/Q12325514,MC Meller,1901,male,Kingdom of Denmark,Europe,rapper,rapper
166,http://www.wikidata.org/entity/Q3192597,Kandi Burruss,1976,female,United States,North America,"film actor, rapper, record producer, composer, actor","film actor, rapper, record producer, composer, actor"
167,http://www.wikidata.org/entity/Q4042934,Lin Que,1969,female,United States,North America,rapper,rapper
168,http://www.wikidata.org/entity/Q108195842,GaTa,1987,male,United States,North America,"rapper, actor","rapper, actor"
169,http://www.wikidata.org/entity/Q28700673,ASAP TyY,1990,male,United States,North America,rapper,rapper
170,http://www.wikidata.org/entity/Q525827,Irv Gotti,1970,male,United States,North America,"rapper, songwriter, record producer, disc jockey","rapper, songwriter, record producer, disc jockey"
171,http://www.wikidata.org/entity/Q1619893,Hiob,1981,male,Germany,Europe,"DJ producer, rapper","DJ producer, rapper"
172,http://www.wikidata.org/entity/Q6781825,Zlatko Hukic,1901,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
173,http://www.wikidata.org/entity/Q5308753,Dru Down,1969,male,United States,North America,"rapper, actor","rapper, actor"
174,http://www.wikidata.org/entity/Q1173596,David Asphalt,1984,male,Germany,Europe,"rapper, singer","rapper, singer"
175,http://www.wikidata.org/entity/Q79527267,Gonzalo Andrés Luanko,1987,male,Chile,"South America, Insular Oceania","rapper, singer","rapper, singer"
176,http://www.wikidata.org/entity/Q12842001,Miri Yusif,1977,male,Azerbaijan,Asia,"manufacturer, director, rapper, songwriter, singer, actor","manufacturer, director, rapper, songwriter, singer, actor"
177,http://www.wikidata.org/entity/Q105395606,JoeyAK,1997,male,Kingdom of the Netherlands,Europe,rapper,rapper
178,http://www.wikidata.org/entity/Q7247613,Prodigal Sunn,1950,male,United States,North America,"rapper, actor","rapper, actor"
179,http://www.wikidata.org/entity/Q26847111,Aston Matthews,1989,male,United States,North America,"rapper, songwriter","rapper, songwriter"
180,http://www.wikidata.org/entity/Q1359247,Murphy Lee,1982,male,United States,North America,"rapper, record producer, singer, composer, actor","rapper, record producer, singer, composer, actor"
181,http://www.wikidata.org/entity/Q48841086,Sitek,1990,male,Poland,Europe,rapper,rapper
182,http://www.wikidata.org/entity/Q41664611,Dardan,1997,male,Germany,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
183,http://www.wikidata.org/entity/Q63847882,Leh,1992,male,Poland,Europe,rapper,rapper
184,http://www.wikidata.org/entity/Q126597870,Danyl,1998,male,France,Europe,rapper,rapper
185,http://www.wikidata.org/entity/Q66016682,Redza.,1901,male,Malaysia,Asia,rapper,rapper
186,http://www.wikidata.org/entity/Q12741174,Spike,1985,male,Romania,Europe,"rapper, singer","rapper, singer"
187,http://www.wikidata.org/entity/Q50415953,JPEGMafia,1989,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
188,http://www.wikidata.org/entity/Q47813373,Lil JoJo,1994,male,United States,North America,rapper,rapper
189,http://www.wikidata.org/entity/Q243639,Jason Derulo,1989,male,United States,North America,"film actor, dancer, vocalist, rapper, songwriter, record producer, singer, composer, actor","film actor, dancer, vocalist, rapper, songwriter, record producer, singer, composer, actor"
190,http://www.wikidata.org/entity/Q107610586,Zamaera,1995,female,Malaysia,Asia,"rapper, musician, actor","rapper, musician, actor"
191,http://www.wikidata.org/entity/Q28517564,Rebel,1971,male,Spain,Europe,rapper,rapper
192,http://www.wikidata.org/entity/Q5951268,Lil' Fizz,1985,male,United States,North America,"singer, rapper, songwriter","singer, rapper, songwriter"
193,http://www.wikidata.org/entity/Q114114977,Ice Spice,2000,female,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
194,http://www.wikidata.org/entity/Q18355430,Sat-B,1988,male,Burundi,Africa,"manufacturer, rapper, songwriter, musician, singer, entrepreneur","manufacturer, rapper, songwriter, musician, singer, entrepreneur"
195,http://www.wikidata.org/entity/Q16242387,Jay Tee,1901,male,United States,North America,"rapper, record producer, composer","rapper, record producer, composer"
196,http://www.wikidata.org/entity/Q70776575,Kris Alaniz,1989,female,Argentina,South America,"rapper, record producer, singer","rapper, record producer, singer"
197,http://www.wikidata.org/entity/Q30595293,Mista Shaw,1989,male,Ghana,Africa,"rapper, singer","rapper, singer"
198,http://www.wikidata.org/entity/Q879298,Bizzy Montana,1983,male,Germany,Europe,"rapper, record producer","rapper, record producer"
199,http://www.wikidata.org/entity/Q121029052,RubZ,1992,male,Norway,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
200,http://www.wikidata.org/entity/Q1625685,Sha-Karl,2000,male,Germany,Europe,rapper,rapper
201,http://www.wikidata.org/entity/Q134514220,Lotus Bomb,1997,female,United States,North America,"rapper, musician, singer","rapper, musician, singer"
202,http://www.wikidata.org/entity/Q19543588,Mochélan,1983,male,Belgium,Europe,"rapper, singer","rapper, singer"
203,http://www.wikidata.org/entity/Q116663665,Saint Levant,2000,male,State of Palestine,Asia,"rapper, songwriter, singer","rapper, songwriter, singer"
204,http://www.wikidata.org/entity/Q6877100,Miss Monday,1976,female,Japan,Asia,"rapper, singer","rapper, singer"
205,http://www.wikidata.org/entity/Q108223012,Taiwo Olajide Daniel,1998,male,Nigeria,Africa,"rapper, musician, singer","rapper, musician, singer"
206,http://www.wikidata.org/entity/Q15804914,Dee Ex,1982,female,Germany,Europe,rapper,rapper
207,http://www.wikidata.org/entity/Q11764206,Lukasyno,1981,male,Poland,Europe,rapper,rapper
208,http://www.wikidata.org/entity/Q11854696,Brädi,1979,male,Finland,Europe,rapper,rapper
209,http://www.wikidata.org/entity/Q100978614,Glaive,2005,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
210,http://www.wikidata.org/entity/Q105952973,Zero 9:36,1997,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
211,http://www.wikidata.org/entity/Q495571,T.O.P,1987,male,South Korea,Asia,"film actor, model, rapper, songwriter, composer","film actor, model, rapper, songwriter, composer"
212,http://www.wikidata.org/entity/Q68593407,Zacari,1996,male,United States,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
213,http://www.wikidata.org/entity/Q23060327,Jaye Muller,1972,male,Germany,Europe,"rapper, musician, entrepreneur","rapper, musician, entrepreneur"
214,http://www.wikidata.org/entity/Q27442165,Jharrel Jerome,1997,male,United States,North America,"film actor, rapper","film actor, rapper"
215,http://www.wikidata.org/entity/Q7035328,Niklas,1983,male,Kingdom of Denmark,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
